table,column,type,not_null,primary_key,default,description
impairment_scenario,amount_minor,INTEGER,1,0,0,Column amount_minor in impairment_scenario
impairment_scenario,quantity_milli,INTEGER,1,0,0,Column quantity_milli in impairment_scenario
impairment_scenario,source_system,TEXT,1,0,,Column source_system in impairment_scenario
impairment_scenario,provenance,TEXT,1,0,,Column provenance in impairment_scenario
interface,id,INTEGER,0,1,,Column id in interface
interface,canonical_id,TEXT,1,0,,Column canonical_id in interface
interface,immutable_uuid,TEXT,1,0,,Column immutable_uuid in interface
interface,name,TEXT,1,0,,Column name in interface
interface,status,TEXT,1,0,,Column status in interface
interface,event_at,TEXT,0,0,,Column event_at in interface
interface,recorded_at,TEXT,0,0,,Column recorded_at in interface
interface,available_at,TEXT,0,0,,Column available_at in interface
interface,amount_minor,INTEGER,1,0,0,Column amount_minor in interface
interface,quantity_milli,INTEGER,1,0,0,Column quantity_milli in interface
interface,source_system,TEXT,1,0,,Column source_system in interface
interface,provenance,TEXT,1,0,,Column provenance in interface
inventory_balance,id,INTEGER,0,1,,Column id in inventory_balance
inventory_balance,canonical_id,TEXT,1,0,,Column canonical_id in inventory_balance
inventory_balance,immutable_uuid,TEXT,1,0,,Column immutable_uuid in inventory_balance
inventory_balance,name,TEXT,1,0,,Column name in inventory_balance
inventory_balance,status,TEXT,1,0,,Column status in inventory_balance
inventory_balance,event_at,TEXT,0,0,,Column event_at in inventory_balance
inventory_balance,recorded_at,TEXT,0,0,,Column recorded_at in inventory_balance
inventory_balance,available_at,TEXT,0,0,,Column available_at in inventory_balance
inventory_balance,amount_minor,INTEGER,1,0,0,Column amount_minor in inventory_balance
inventory_balance,quantity_milli,INTEGER,1,0,0,Column quantity_milli in inventory_balance
inventory_balance,source_system,TEXT,1,0,,Column source_system in inventory_balance
inventory_balance,provenance,TEXT,1,0,,Column provenance in inventory_balance
inventory_reservation,id,INTEGER,0,1,,Column id in inventory_reservation
inventory_reservation,canonical_id,TEXT,1,0,,Column canonical_id in inventory_reservation
inventory_reservation,immutable_uuid,TEXT,1,0,,Column immutable_uuid in inventory_reservation
inventory_reservation,name,TEXT,1,0,,Column name in inventory_reservation
inventory_reservation,status,TEXT,1,0,,Column status in inventory_reservation
inventory_reservation,event_at,TEXT,0,0,,Column event_at in inventory_reservation
inventory_reservation,recorded_at,TEXT,0,0,,Column recorded_at in inventory_reservation
inventory_reservation,available_at,TEXT,0,0,,Column available_at in inventory_reservation
inventory_reservation,amount_minor,INTEGER,1,0,0,Column amount_minor in inventory_reservation
inventory_reservation,quantity_milli,INTEGER,1,0,0,Column quantity_milli in inventory_reservation
inventory_reservation,source_system,TEXT,1,0,,Column source_system in inventory_reservation
inventory_reservation,provenance,TEXT,1,0,,Column provenance in inventory_reservation
inventory_transaction,id,INTEGER,0,1,,Column id in inventory_transaction
inventory_transaction,canonical_id,TEXT,1,0,,Column canonical_id in inventory_transaction
inventory_transaction,immutable_uuid,TEXT,1,0,,Column immutable_uuid in inventory_transaction
inventory_transaction,name,TEXT,1,0,,Column name in inventory_transaction
inventory_transaction,status,TEXT,1,0,,Column status in inventory_transaction
inventory_transaction,event_at,TEXT,0,0,,Column event_at in inventory_transaction
inventory_transaction,recorded_at,TEXT,0,0,,Column recorded_at in inventory_transaction
inventory_transaction,available_at,TEXT,0,0,,Column available_at in inventory_transaction
inventory_transaction,amount_minor,INTEGER,1,0,0,Column amount_minor in inventory_transaction
inventory_transaction,quantity_milli,INTEGER,1,0,0,Column quantity_milli in inventory_transaction
inventory_transaction,source_system,TEXT,1,0,,Column source_system in inventory_transaction
inventory_transaction,provenance,TEXT,1,0,,Column provenance in inventory_transaction
item_master,id,INTEGER,0,1,,Column id in item_master
item_master,canonical_id,TEXT,1,0,,Column canonical_id in item_master
item_master,immutable_uuid,TEXT,1,0,,Column immutable_uuid in item_master
item_master,name,TEXT,1,0,,Column name in item_master
item_master,status,TEXT,1,0,,Column status in item_master
item_master,event_at,TEXT,0,0,,Column event_at in item_master
item_master,recorded_at,TEXT,0,0,,Column recorded_at in item_master
item_master,available_at,TEXT,0,0,,Column available_at in item_master
item_master,amount_minor,INTEGER,1,0,0,Column amount_minor in item_master
item_master,quantity_milli,INTEGER,1,0,0,Column quantity_milli in item_master
item_master,source_system,TEXT,1,0,,Column source_system in item_master
item_master,provenance,TEXT,1,0,,Column provenance in item_master
journal,id,INTEGER,0,1,,Column id in journal
journal,canonical_id,TEXT,1,0,,Column canonical_id in journal
journal,immutable_uuid,TEXT,1,0,,Column immutable_uuid in journal
journal,name,TEXT,1,0,,Column name in journal
journal,status,TEXT,1,0,,Column status in journal
journal,event_at,TEXT,0,0,,Column event_at in journal
journal,recorded_at,TEXT,0,0,,Column recorded_at in journal
journal,available_at,TEXT,0,0,,Column available_at in journal
journal,amount_minor,INTEGER,1,0,0,Column amount_minor in journal
journal,quantity_milli,INTEGER,1,0,0,Column quantity_milli in journal
journal,source_system,TEXT,1,0,,Column source_system in journal
journal,provenance,TEXT,1,0,,Column provenance in journal
journal_line,id,INTEGER,0,1,,Column id in journal_line
journal_line,canonical_id,TEXT,1,0,,Column canonical_id in journal_line
journal_line,immutable_uuid,TEXT,1,0,,Column immutable_uuid in journal_line
journal_line,name,TEXT,1,0,,Column name in journal_line
journal_line,status,TEXT,1,0,,Column status in journal_line
journal_line,event_at,TEXT,0,0,,Column event_at in journal_line
journal_line,recorded_at,TEXT,0,0,,Column recorded_at in journal_line
journal_line,available_at,TEXT,0,0,,Column available_at in journal_line
journal_line,amount_minor,INTEGER,1,0,0,Column amount_minor in journal_line
journal_line,quantity_milli,INTEGER,1,0,0,Column quantity_milli in journal_line
journal_line,source_system,TEXT,1,0,,Column source_system in journal_line
journal_line,provenance,TEXT,1,0,,Column provenance in journal_line
journal_line_detail,id,INTEGER,0,1,,Column id in journal_line_detail
journal_line_detail,journal_id,TEXT,1,0,,Column journal_id in journal_line_detail
journal_line_detail,period,TEXT,1,0,,Column period in journal_line_detail
journal_line_detail,account_code,TEXT,1,0,,Column account_code in journal_line_detail
journal_line_detail,debit_minor,INTEGER,1,0,,Column debit_minor in journal_line_detail
journal_line_detail,credit_minor,INTEGER,1,0,,Column credit_minor in journal_line_detail
journal_line_detail,source_ref,TEXT,1,0,,Column source_ref in journal_line_detail
kpi_definition,id,INTEGER,0,1,,Column id in kpi_definition
kpi_definition,canonical_id,TEXT,1,0,,Column canonical_id in kpi_definition
kpi_definition,immutable_uuid,TEXT,1,0,,Column immutable_uuid in kpi_definition
kpi_definition,name,TEXT,1,0,,Column name in kpi_definition
kpi_definition,status,TEXT,1,0,,Column status in kpi_definition
kpi_definition,event_at,TEXT,0,0,,Column event_at in kpi_definition
kpi_definition,recorded_at,TEXT,0,0,,Column recorded_at in kpi_definition
kpi_definition,available_at,TEXT,0,0,,Column available_at in kpi_definition
kpi_definition,amount_minor,INTEGER,1,0,0,Column amount_minor in kpi_definition
kpi_definition,quantity_milli,INTEGER,1,0,0,Column quantity_milli in kpi_definition
kpi_definition,source_system,TEXT,1,0,,Column source_system in kpi_definition
kpi_definition,provenance,TEXT,1,0,,Column provenance in kpi_definition
kpi_observation,id,INTEGER,0,1,,Column id in kpi_observation
kpi_observation,canonical_id,TEXT,1,0,,Column canonical_id in kpi_observation
kpi_observation,immutable_uuid,TEXT,1,0,,Column immutable_uuid in kpi_observation
kpi_observation,name,TEXT,1,0,,Column name in kpi_observation
kpi_observation,status,TEXT,1,0,,Column status in kpi_observation
kpi_observation,event_at,TEXT,0,0,,Column event_at in kpi_observation
kpi_observation,recorded_at,TEXT,0,0,,Column recorded_at in kpi_observation
kpi_observation,available_at,TEXT,0,0,,Column available_at in kpi_observation
kpi_observation,amount_minor,INTEGER,1,0,0,Column amount_minor in kpi_observation
kpi_observation,quantity_milli,INTEGER,1,0,0,Column quantity_milli in kpi_observation
kpi_observation,source_system,TEXT,1,0,,Column source_system in kpi_observation
kpi_observation,provenance,TEXT,1,0,,Column provenance in kpi_observation
labor_booking,id,INTEGER,0,1,,Column id in labor_booking
labor_booking,canonical_id,TEXT,1,0,,Column canonical_id in labor_booking
labor_booking,immutable_uuid,TEXT,1,0,,Column immutable_uuid in labor_booking
labor_booking,name,TEXT,1,0,,Column name in labor_booking
labor_booking,status,TEXT,1,0,,Column status in labor_booking
labor_booking,event_at,TEXT,0,0,,Column event_at in labor_booking
labor_booking,recorded_at,TEXT,0,0,,Column recorded_at in labor_booking
labor_booking,available_at,TEXT,0,0,,Column available_at in labor_booking
labor_booking,amount_minor,INTEGER,1,0,0,Column amount_minor in labor_booking
labor_booking,quantity_milli,INTEGER,1,0,0,Column quantity_milli in labor_booking
labor_booking,source_system,TEXT,1,0,,Column source_system in labor_booking
labor_booking,provenance,TEXT,1,0,,Column provenance in labor_booking
laboratory_sample,id,INTEGER,0,1,,Column id in laboratory_sample
laboratory_sample,canonical_id,TEXT,1,0,,Column canonical_id in laboratory_sample
laboratory_sample,immutable_uuid,TEXT,1,0,,Column immutable_uuid in laboratory_sample
laboratory_sample,name,TEXT,1,0,,Column name in laboratory_sample
laboratory_sample,status,TEXT,1,0,,Column status in laboratory_sample
laboratory_sample,event_at,TEXT,0,0,,Column event_at in laboratory_sample
laboratory_sample,recorded_at,TEXT,0,0,,Column recorded_at in laboratory_sample
laboratory_sample,available_at,TEXT,0,0,,Column available_at in laboratory_sample
laboratory_sample,amount_minor,INTEGER,1,0,0,Column amount_minor in laboratory_sample
laboratory_sample,quantity_milli,INTEGER,1,0,0,Column quantity_milli in laboratory_sample
laboratory_sample,source_system,TEXT,1,0,,Column source_system in laboratory_sample
laboratory_sample,provenance,TEXT,1,0,,Column provenance in laboratory_sample
ledger,id,INTEGER,0,1,,Column id in ledger
ledger,canonical_id,TEXT,1,0,,Column canonical_id in ledger
ledger,immutable_uuid,TEXT,1,0,,Column immutable_uuid in ledger
ledger,name,TEXT,1,0,,Column name in ledger
ledger,status,TEXT,1,0,,Column status in ledger
ledger,event_at,TEXT,0,0,,Column event_at in ledger
ledger,recorded_at,TEXT,0,0,,Column recorded_at in ledger
ledger,available_at,TEXT,0,0,,Column available_at in ledger
ledger,amount_minor,INTEGER,1,0,0,Column amount_minor in ledger
ledger,quantity_milli,INTEGER,1,0,0,Column quantity_milli in ledger
ledger,source_system,TEXT,1,0,,Column source_system in ledger
ledger,provenance,TEXT,1,0,,Column provenance in ledger
legal_entity,id,INTEGER,0,1,,Column id in legal_entity
legal_entity,canonical_id,TEXT,1,0,,Column canonical_id in legal_entity
legal_entity,immutable_uuid,TEXT,1,0,,Column immutable_uuid in legal_entity
legal_entity,name,TEXT,1,0,,Column name in legal_entity
legal_entity,status,TEXT,1,0,,Column status in legal_entity
legal_entity,event_at,TEXT,0,0,,Column event_at in legal_entity
legal_entity,recorded_at,TEXT,0,0,,Column recorded_at in legal_entity
legal_entity,available_at,TEXT,0,0,,Column available_at in legal_entity
legal_entity,amount_minor,INTEGER,1,0,0,Column amount_minor in legal_entity
legal_entity,quantity_milli,INTEGER,1,0,0,Column quantity_milli in legal_entity
legal_entity,source_system,TEXT,1,0,,Column source_system in legal_entity
legal_entity,provenance,TEXT,1,0,,Column provenance in legal_entity
lineage_edge,id,INTEGER,0,1,,Column id in lineage_edge
lineage_edge,canonical_id,TEXT,1,0,,Column canonical_id in lineage_edge
lineage_edge,immutable_uuid,TEXT,1,0,,Column immutable_uuid in lineage_edge
lineage_edge,name,TEXT,1,0,,Column name in lineage_edge
lineage_edge,status,TEXT,1,0,,Column status in lineage_edge
lineage_edge,event_at,TEXT,0,0,,Column event_at in lineage_edge
lineage_edge,recorded_at,TEXT,0,0,,Column recorded_at in lineage_edge
lineage_edge,available_at,TEXT,0,0,,Column available_at in lineage_edge
lineage_edge,amount_minor,INTEGER,1,0,0,Column amount_minor in lineage_edge
lineage_edge,quantity_milli,INTEGER,1,0,0,Column quantity_milli in lineage_edge
lineage_edge,source_system,TEXT,1,0,,Column source_system in lineage_edge
lineage_edge,provenance,TEXT,1,0,,Column provenance in lineage_edge
load_event,id,INTEGER,0,1,,Column id in load_event
load_event,canonical_id,TEXT,1,0,,Column canonical_id in load_event
load_event,immutable_uuid,TEXT,1,0,,Column immutable_uuid in load_event
load_event,name,TEXT,1,0,,Column name in load_event
load_event,status,TEXT,1,0,,Column status in load_event
load_event,event_at,TEXT,0,0,,Column event_at in load_event
load_event,recorded_at,TEXT,0,0,,Column recorded_at in load_event
load_event,available_at,TEXT,0,0,,Column available_at in load_event
load_event,amount_minor,INTEGER,1,0,0,Column amount_minor in load_event
load_event,quantity_milli,INTEGER,1,0,0,Column quantity_milli in load_event
load_event,source_system,TEXT,1,0,,Column source_system in load_event
load_event,provenance,TEXT,1,0,,Column provenance in load_event
location,id,INTEGER,0,1,,Column id in location
location,canonical_id,TEXT,1,0,,Column canonical_id in location
location,immutable_uuid,TEXT,1,0,,Column immutable_uuid in location
location,name,TEXT,1,0,,Column name in location
location,status,TEXT,1,0,,Column status in location
location,event_at,TEXT,0,0,,Column event_at in location
location,recorded_at,TEXT,0,0,,Column recorded_at in location
location,available_at,TEXT,0,0,,Column available_at in location
location,amount_minor,INTEGER,1,0,0,Column amount_minor in location
location,quantity_milli,INTEGER,1,0,0,Column quantity_milli in location
location,source_system,TEXT,1,0,,Column source_system in location
location,provenance,TEXT,1,0,,Column provenance in location
maintenance_notification,id,INTEGER,0,1,,Column id in maintenance_notification
maintenance_notification,canonical_id,TEXT,1,0,,Column canonical_id in maintenance_notification
maintenance_notification,immutable_uuid,TEXT,1,0,,Column immutable_uuid in maintenance_notification
maintenance_notification,name,TEXT,1,0,,Column name in maintenance_notification
maintenance_notification,status,TEXT,1,0,,Column status in maintenance_notification
maintenance_notification,event_at,TEXT,0,0,,Column event_at in maintenance_notification
maintenance_notification,recorded_at,TEXT,0,0,,Column recorded_at in maintenance_notification
maintenance_notification,available_at,TEXT,0,0,,Column available_at in maintenance_notification
maintenance_notification,amount_minor,INTEGER,1,0,0,Column amount_minor in maintenance_notification
maintenance_notification,quantity_milli,INTEGER,1,0,0,Column quantity_milli in maintenance_notification
maintenance_notification,source_system,TEXT,1,0,,Column source_system in maintenance_notification
maintenance_notification,provenance,TEXT,1,0,,Column provenance in maintenance_notification
meeting,id,INTEGER,0,1,,Column id in meeting
meeting,canonical_id,TEXT,1,0,,Column canonical_id in meeting
meeting,immutable_uuid,TEXT,1,0,,Column immutable_uuid in meeting
meeting,name,TEXT,1,0,,Column name in meeting
meeting,status,TEXT,1,0,,Column status in meeting
meeting,event_at,TEXT,0,0,,Column event_at in meeting
meeting,recorded_at,TEXT,0,0,,Column recorded_at in meeting
meeting,available_at,TEXT,0,0,,Column available_at in meeting
meeting,amount_minor,INTEGER,1,0,0,Column amount_minor in meeting
meeting,quantity_milli,INTEGER,1,0,0,Column quantity_milli in meeting
meeting,source_system,TEXT,1,0,,Column source_system in meeting
meeting,provenance,TEXT,1,0,,Column provenance in meeting
meeting_attendee,id,INTEGER,0,1,,Column id in meeting_attendee
meeting_attendee,canonical_id,TEXT,1,0,,Column canonical_id in meeting_attendee
meeting_attendee,immutable_uuid,TEXT,1,0,,Column immutable_uuid in meeting_attendee
meeting_attendee,name,TEXT,1,0,,Column name in meeting_attendee
meeting_attendee,status,TEXT,1,0,,Column status in meeting_attendee
meeting_attendee,event_at,TEXT,0,0,,Column event_at in meeting_attendee
meeting_attendee,recorded_at,TEXT,0,0,,Column recorded_at in meeting_attendee
meeting_attendee,available_at,TEXT,0,0,,Column available_at in meeting_attendee
meeting_attendee,amount_minor,INTEGER,1,0,0,Column amount_minor in meeting_attendee
meeting_attendee,quantity_milli,INTEGER,1,0,0,Column quantity_milli in meeting_attendee
meeting_attendee,source_system,TEXT,1,0,,Column source_system in meeting_attendee
meeting_attendee,provenance,TEXT,1,0,,Column provenance in meeting_attendee
meter_reading,id,INTEGER,0,1,,Column id in meter_reading
meter_reading,canonical_id,TEXT,1,0,,Column canonical_id in meter_reading
meter_reading,immutable_uuid,TEXT,1,0,,Column immutable_uuid in meter_reading
meter_reading,name,TEXT,1,0,,Column name in meter_reading
meter_reading,status,TEXT,1,0,,Column status in meter_reading
meter_reading,event_at,TEXT,0,0,,Column event_at in meter_reading
meter_reading,recorded_at,TEXT,0,0,,Column recorded_at in meter_reading
meter_reading,available_at,TEXT,0,0,,Column available_at in meter_reading
meter_reading,amount_minor,INTEGER,1,0,0,Column amount_minor in meter_reading
meter_reading,quantity_milli,INTEGER,1,0,0,Column quantity_milli in meter_reading
meter_reading,source_system,TEXT,1,0,,Column source_system in meter_reading
meter_reading,provenance,TEXT,1,0,,Column provenance in meter_reading
mine_plan_version,id,INTEGER,0,1,,Column id in mine_plan_version
mine_plan_version,canonical_id,TEXT,1,0,,Column canonical_id in mine_plan_version
mine_plan_version,immutable_uuid,TEXT,1,0,,Column immutable_uuid in mine_plan_version
mine_plan_version,name,TEXT,1,0,,Column name in mine_plan_version
mine_plan_version,status,TEXT,1,0,,Column status in mine_plan_version
mine_plan_version,event_at,TEXT,0,0,,Column event_at in mine_plan_version
mine_plan_version,recorded_at,TEXT,0,0,,Column recorded_at in mine_plan_version
mine_plan_version,available_at,TEXT,0,0,,Column available_at in mine_plan_version
mine_plan_version,amount_minor,INTEGER,1,0,0,Column amount_minor in mine_plan_version
mine_plan_version,quantity_milli,INTEGER,1,0,0,Column quantity_milli in mine_plan_version
mine_plan_version,source_system,TEXT,1,0,,Column source_system in mine_plan_version
mine_plan_version,provenance,TEXT,1,0,,Column provenance in mine_plan_version
mining_block,id,INTEGER,0,1,,Column id in mining_block
mining_block,canonical_id,TEXT,1,0,,Column canonical_id in mining_block
mining_block,immutable_uuid,TEXT,1,0,,Column immutable_uuid in mining_block
mining_block,name,TEXT,1,0,,Column name in mining_block
mining_block,status,TEXT,1,0,,Column status in mining_block
mining_block,event_at,TEXT,0,0,,Column event_at in mining_block
mining_block,recorded_at,TEXT,0,0,,Column recorded_at in mining_block
mining_block,available_at,TEXT,0,0,,Column available_at in mining_block
mining_block,amount_minor,INTEGER,1,0,0,Column amount_minor in mining_block
mining_block,quantity_milli,INTEGER,1,0,0,Column quantity_milli in mining_block
mining_block,source_system,TEXT,1,0,,Column source_system in mining_block
mining_block,provenance,TEXT,1,0,,Column provenance in mining_block
offtake_contract,id,INTEGER,0,1,,Column id in offtake_contract
offtake_contract,canonical_id,TEXT,1,0,,Column canonical_id in offtake_contract
offtake_contract,immutable_uuid,TEXT,1,0,,Column immutable_uuid in offtake_contract
offtake_contract,name,TEXT,1,0,,Column name in offtake_contract
offtake_contract,status,TEXT,1,0,,Column status in offtake_contract
offtake_contract,event_at,TEXT,0,0,,Column event_at in offtake_contract
offtake_contract,recorded_at,TEXT,0,0,,Column recorded_at in offtake_contract
offtake_contract,available_at,TEXT,0,0,,Column available_at in offtake_contract
offtake_contract,amount_minor,INTEGER,1,0,0,Column amount_minor in offtake_contract
offtake_contract,quantity_milli,INTEGER,1,0,0,Column quantity_milli in offtake_contract
offtake_contract,source_system,TEXT,1,0,,Column source_system in offtake_contract
offtake_contract,provenance,TEXT,1,0,,Column provenance in offtake_contract
oil_sample,id,INTEGER,0,1,,Column id in oil_sample
oil_sample,canonical_id,TEXT,1,0,,Column canonical_id in oil_sample
oil_sample,immutable_uuid,TEXT,1,0,,Column immutable_uuid in oil_sample
oil_sample,name,TEXT,1,0,,Column name in oil_sample
oil_sample,status,TEXT,1,0,,Column status in oil_sample
oil_sample,event_at,TEXT,0,0,,Column event_at in oil_sample
oil_sample,recorded_at,TEXT,0,0,,Column recorded_at in oil_sample
oil_sample,available_at,TEXT,0,0,,Column available_at in oil_sample
oil_sample,amount_minor,INTEGER,1,0,0,Column amount_minor in oil_sample
oil_sample,quantity_milli,INTEGER,1,0,0,Column quantity_milli in oil_sample
oil_sample,source_system,TEXT,1,0,,Column source_system in oil_sample
oil_sample,provenance,TEXT,1,0,,Column provenance in oil_sample
operating_area,id,INTEGER,0,1,,Column id in operating_area
operating_area,canonical_id,TEXT,1,0,,Column canonical_id in operating_area
operating_area,immutable_uuid,TEXT,1,0,,Column immutable_uuid in operating_area
operating_area,name,TEXT,1,0,,Column name in operating_area
operating_area,status,TEXT,1,0,,Column status in operating_area
operating_area,event_at,TEXT,0,0,,Column event_at in operating_area
operating_area,recorded_at,TEXT,0,0,,Column recorded_at in operating_area
operating_area,available_at,TEXT,0,0,,Column available_at in operating_area
operating_area,amount_minor,INTEGER,1,0,0,Column amount_minor in operating_area
operating_area,quantity_milli,INTEGER,1,0,0,Column quantity_milli in operating_area
operating_area,source_system,TEXT,1,0,,Column source_system in operating_area
operating_area,provenance,TEXT,1,0,,Column provenance in operating_area
operating_shift,id,INTEGER,0,1,,Column id in operating_shift
operating_shift,canonical_id,TEXT,1,0,,Column canonical_id in operating_shift
operating_shift,immutable_uuid,TEXT,1,0,,Column immutable_uuid in operating_shift
operating_shift,name,TEXT,1,0,,Column name in operating_shift
operating_shift,status,TEXT,1,0,,Column status in operating_shift
operating_shift,event_at,TEXT,0,0,,Column event_at in operating_shift
operating_shift,recorded_at,TEXT,0,0,,Column recorded_at in operating_shift
operating_shift,available_at,TEXT,0,0,,Column available_at in operating_shift
operating_shift,amount_minor,INTEGER,1,0,0,Column amount_minor in operating_shift
operating_shift,quantity_milli,INTEGER,1,0,0,Column quantity_milli in operating_shift
operating_shift,source_system,TEXT,1,0,,Column source_system in operating_shift
operating_shift,provenance,TEXT,1,0,,Column provenance in operating_shift
operating_unit,id,INTEGER,0,1,,Column id in operating_unit
operating_unit,canonical_id,TEXT,1,0,,Column canonical_id in operating_unit
operating_unit,immutable_uuid,TEXT,1,0,,Column immutable_uuid in operating_unit
operating_unit,name,TEXT,1,0,,Column name in operating_unit
operating_unit,status,TEXT,1,0,,Column status in operating_unit
operating_unit,event_at,TEXT,0,0,,Column event_at in operating_unit
operating_unit,recorded_at,TEXT,0,0,,Column recorded_at in operating_unit
operating_unit,available_at,TEXT,0,0,,Column available_at in operating_unit
operating_unit,amount_minor,INTEGER,1,0,0,Column amount_minor in operating_unit
operating_unit,quantity_milli,INTEGER,1,0,0,Column quantity_milli in operating_unit
operating_unit,source_system,TEXT,1,0,,Column source_system in operating_unit
operating_unit,provenance,TEXT,1,0,,Column provenance in operating_unit
operator_assignment,id,INTEGER,0,1,,Column id in operator_assignment
operator_assignment,canonical_id,TEXT,1,0,,Column canonical_id in operator_assignment
operator_assignment,immutable_uuid,TEXT,1,0,,Column immutable_uuid in operator_assignment
operator_assignment,name,TEXT,1,0,,Column name in operator_assignment
operator_assignment,status,TEXT,1,0,,Column status in operator_assignment
operator_assignment,event_at,TEXT,0,0,,Column event_at in operator_assignment
operator_assignment,recorded_at,TEXT,0,0,,Column recorded_at in operator_assignment
operator_assignment,available_at,TEXT,0,0,,Column available_at in operator_assignment
operator_assignment,amount_minor,INTEGER,1,0,0,Column amount_minor in operator_assignment
operator_assignment,quantity_milli,INTEGER,1,0,0,Column quantity_milli in operator_assignment
operator_assignment,source_system,TEXT,1,0,,Column source_system in operator_assignment
operator_assignment,provenance,TEXT,1,0,,Column provenance in operator_assignment
ore_block_estimate,id,INTEGER,0,1,,Column id in ore_block_estimate
ore_block_estimate,canonical_id,TEXT,1,0,,Column canonical_id in ore_block_estimate
ore_block_estimate,immutable_uuid,TEXT,1,0,,Column immutable_uuid in ore_block_estimate
ore_block_estimate,name,TEXT,1,0,,Column name in ore_block_estimate
ore_block_estimate,status,TEXT,1,0,,Column status in ore_block_estimate
ore_block_estimate,event_at,TEXT,0,0,,Column event_at in ore_block_estimate
ore_block_estimate,recorded_at,TEXT,0,0,,Column recorded_at in ore_block_estimate
ore_block_estimate,available_at,TEXT,0,0,,Column available_at in ore_block_estimate
ore_block_estimate,amount_minor,INTEGER,1,0,0,Column amount_minor in ore_block_estimate
ore_block_estimate,quantity_milli,INTEGER,1,0,0,Column quantity_milli in ore_block_estimate
ore_block_estimate,source_system,TEXT,1,0,,Column source_system in ore_block_estimate
ore_block_estimate,provenance,TEXT,1,0,,Column provenance in ore_block_estimate
organization,id,INTEGER,0,1,,Column id in organization
organization,canonical_id,TEXT,1,0,,Column canonical_id in organization
organization,immutable_uuid,TEXT,1,0,,Column immutable_uuid in organization
organization,name,TEXT,1,0,,Column name in organization
organization,status,TEXT,1,0,,Column status in organization
organization,event_at,TEXT,0,0,,Column event_at in organization
organization,recorded_at,TEXT,0,0,,Column recorded_at in organization
organization,available_at,TEXT,0,0,,Column available_at in organization
organization,amount_minor,INTEGER,1,0,0,Column amount_minor in organization
organization,quantity_milli,INTEGER,1,0,0,Column quantity_milli in organization
organization,source_system,TEXT,1,0,,Column source_system in organization
organization,provenance,TEXT,1,0,,Column provenance in organization
payment,id,INTEGER,0,1,,Column id in payment
payment,canonical_id,TEXT,1,0,,Column canonical_id in payment
payment,immutable_uuid,TEXT,1,0,,Column immutable_uuid in payment
payment,name,TEXT,1,0,,Column name in payment
payment,status,TEXT,1,0,,Column status in payment
payment,event_at,TEXT,0,0,,Column event_at in payment
payment,recorded_at,TEXT,0,0,,Column recorded_at in payment
payment,available_at,TEXT,0,0,,Column available_at in payment
payment,amount_minor,INTEGER,1,0,0,Column amount_minor in payment
payment,quantity_milli,INTEGER,1,0,0,Column quantity_milli in payment
payment,source_system,TEXT,1,0,,Column source_system in payment
payment,provenance,TEXT,1,0,,Column provenance in payment
payroll_entry,id,INTEGER,0,1,,Column id in payroll_entry
payroll_entry,canonical_id,TEXT,1,0,,Column canonical_id in payroll_entry
payroll_entry,immutable_uuid,TEXT,1,0,,Column immutable_uuid in payroll_entry
payroll_entry,name,TEXT,1,0,,Column name in payroll_entry
payroll_entry,status,TEXT,1,0,,Column status in payroll_entry
payroll_entry,event_at,TEXT,0,0,,Column event_at in payroll_entry
payroll_entry,recorded_at,TEXT,0,0,,Column recorded_at in payroll_entry
payroll_entry,available_at,TEXT,0,0,,Column available_at in payroll_entry
payroll_entry,amount_minor,INTEGER,1,0,0,Column amount_minor in payroll_entry
payroll_entry,quantity_milli,INTEGER,1,0,0,Column quantity_milli in payroll_entry
payroll_entry,source_system,TEXT,1,0,,Column source_system in payroll_entry
payroll_entry,provenance,TEXT,1,0,,Column provenance in payroll_entry
payroll_run,id,INTEGER,0,1,,Column id in payroll_run
payroll_run,canonical_id,TEXT,1,0,,Column canonical_id in payroll_run
payroll_run,immutable_uuid,TEXT,1,0,,Column immutable_uuid in payroll_run
payroll_run,name,TEXT,1,0,,Column name in payroll_run
payroll_run,status,TEXT,1,0,,Column status in payroll_run
payroll_run,event_at,TEXT,0,0,,Column event_at in payroll_run
payroll_run,recorded_at,TEXT,0,0,,Column recorded_at in payroll_run
payroll_run,available_at,TEXT,0,0,,Column available_at in payroll_run
payroll_run,amount_minor,INTEGER,1,0,0,Column amount_minor in payroll_run
payroll_run,quantity_milli,INTEGER,1,0,0,Column quantity_milli in payroll_run
payroll_run,source_system,TEXT,1,0,,Column source_system in payroll_run
payroll_run,provenance,TEXT,1,0,,Column provenance in payroll_run
person,id,INTEGER,0,1,,Column id in person
person,canonical_id,TEXT,1,0,,Column canonical_id in person
person,immutable_uuid,TEXT,1,0,,Column immutable_uuid in person
person,name,TEXT,1,0,,Column name in person
person,status,TEXT,1,0,,Column status in person
person,event_at,TEXT,0,0,,Column event_at in person
person,recorded_at,TEXT,0,0,,Column recorded_at in person
person,available_at,TEXT,0,0,,Column available_at in person
person,amount_minor,INTEGER,1,0,0,Column amount_minor in person
person,quantity_milli,INTEGER,1,0,0,Column quantity_milli in person
person,source_system,TEXT,1,0,,Column source_system in person
person,provenance,TEXT,1,0,,Column provenance in person
phase,id,INTEGER,0,1,,Column id in phase
phase,canonical_id,TEXT,1,0,,Column canonical_id in phase
