authorized,capacity_hours,expected_loaded_cost_usd,fact_state,home_group,leave_state,month_index,occupied,period,person_id,position_id,ramp_fraction,scenario,unit
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-152,SYN-J2-152,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-153,SYN-J2-153,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-154,SYN-J2-154,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-155,SYN-J2-155,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-156,SYN-J2-156,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-157,SYN-J2-157,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-158,SYN-J2-158,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-159,SYN-J2-159,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-160,SYN-J2-160,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-161,SYN-J2-161,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-162,SYN-J2-162,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-163,SYN-J2-163,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-164,SYN-J2-164,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-165,SYN-J2-165,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-166,SYN-J2-166,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-167,SYN-J2-167,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-168,SYN-J2-168,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-169,SYN-J2-169,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-170,SYN-J2-170,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-171,SYN-J2-171,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-172,SYN-J2-172,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-173,SYN-J2-173,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-174,SYN-J2-174,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-175,SYN-J2-175,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-176,SYN-J2-176,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-177,SYN-J2-177,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-178,SYN-J2-178,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-179,SYN-J2-179,1.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,ACTIVE,6,True,2027-06-30,SYN-PERSON-J2-180,SYN-J2-180,1.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-181,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-182,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-183,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-184,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-185,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-186,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-187,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-188,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-189,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-190,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-191,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-192,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-193,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-194,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-195,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-196,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-197,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-198,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-199,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-200,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-201,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-202,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-203,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-204,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-205,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-206,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-207,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-208,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-209,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-210,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-211,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-212,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-213,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-214,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-215,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-216,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-217,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-218,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-219,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-220,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-221,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-222,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-223,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-224,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-225,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-226,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-227,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-228,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-229,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-230,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-231,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-232,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-233,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-234,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-235,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-236,0.0000,base,corporate
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,j2,VACANT,6,False,2027-06-30,,SYN-J2-237,0.0000,base,corporate
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-001,SYN-FOUNDRY-FIELD-001,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-002,SYN-FOUNDRY-FIELD-002,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-003,SYN-FOUNDRY-FIELD-003,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-004,SYN-FOUNDRY-FIELD-004,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-005,SYN-FOUNDRY-FIELD-005,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-006,SYN-FOUNDRY-FIELD-006,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-007,SYN-FOUNDRY-FIELD-007,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-008,SYN-FOUNDRY-FIELD-008,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-009,SYN-FOUNDRY-FIELD-009,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-010,SYN-FOUNDRY-FIELD-010,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-011,SYN-FOUNDRY-FIELD-011,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-012,SYN-FOUNDRY-FIELD-012,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-013,SYN-FOUNDRY-FIELD-013,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-014,SYN-FOUNDRY-FIELD-014,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-015,SYN-FOUNDRY-FIELD-015,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-016,SYN-FOUNDRY-FIELD-016,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-017,SYN-FOUNDRY-FIELD-017,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-018,SYN-FOUNDRY-FIELD-018,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-019,SYN-FOUNDRY-FIELD-019,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-020,SYN-FOUNDRY-FIELD-020,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-021,SYN-FOUNDRY-FIELD-021,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-022,SYN-FOUNDRY-FIELD-022,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-023,SYN-FOUNDRY-FIELD-023,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-024,SYN-FOUNDRY-FIELD-024,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-025,SYN-FOUNDRY-FIELD-025,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-026,SYN-FOUNDRY-FIELD-026,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-027,SYN-FOUNDRY-FIELD-027,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-028,SYN-FOUNDRY-FIELD-028,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-029,SYN-FOUNDRY-FIELD-029,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-030,SYN-FOUNDRY-FIELD-030,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-031,SYN-FOUNDRY-FIELD-031,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-032,SYN-FOUNDRY-FIELD-032,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-033,SYN-FOUNDRY-FIELD-033,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-034,SYN-FOUNDRY-FIELD-034,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-035,SYN-FOUNDRY-FIELD-035,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-036,SYN-FOUNDRY-FIELD-036,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-037,SYN-FOUNDRY-FIELD-037,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-038,SYN-FOUNDRY-FIELD-038,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-039,SYN-FOUNDRY-FIELD-039,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-040,SYN-FOUNDRY-FIELD-040,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-041,SYN-FOUNDRY-FIELD-041,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-042,SYN-FOUNDRY-FIELD-042,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-043,SYN-FOUNDRY-FIELD-043,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-044,SYN-FOUNDRY-FIELD-044,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,7,True,2027-07-31,SYN-PERSON-FOUNDRY-FIELD-045,SYN-FOUNDRY-FIELD-045,1.0000,base,foundry-field
