allocation_usd,basis,consumption_units,generated_consumption_units,gross_allocation_usd,period,planned_consumption_units,pool_id,posting_state,scenario,statutory_fee_credit_usd,unit
118505.4947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,192.0000,72.0000,118505.4947,2027-01-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
50094.5947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,77.0000,12.0000,50094.5947,2027-08-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16264.4788,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16264.4788,2027-08-31,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
13011.5830,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,13011.5830,2027-08-31,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9758.6873,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9758.6873,2027-08-31,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
31008.4147,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45540.5406,2027-08-31,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20489.4560,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,42287.6449,2027-08-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
58552.1236,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,58552.1236,2027-08-31,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
29680.9606,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,103.0000,73.0000,29680.9606,2027-08-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
14408.2333,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,30.0000,14408.2333,2027-08-31,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
14984.5627,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,52.0000,22.0000,14984.5627,2027-08-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
8933.1047,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,31.0000,6.0000,8933.1047,2027-08-31,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11526.5867,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,40.0000,10.0000,11526.5867,2027-08-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
27335.2581,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,34579.7600,2027-08-31,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
29476.3004,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,40343.0533,2027-08-31,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13543.7392,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13543.7392,2027-08-31,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34766.0669,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,161.0000,34766.0669,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7773.7789,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,36.0000,7773.7789,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7039.5887,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.6000,32.6000,7039.5887,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5052.9563,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.4000,23.4000,5052.9563,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3886.8895,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3886.8895,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
22986.8607,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30231.3626,2027-08-31,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17421.1649,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28287.9178,2027-08-31,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
50961.4398,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,50961.4398,2027-08-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
5970.1493,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,5970.1493,2027-08-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6567.1642,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,22.0000,2.0000,6567.1642,2027-08-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
12238.8060,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,41.0000,11.0000,12238.8060,2027-08-31,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10447.7612,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10447.7612,2027-08-31,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12537.3134,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12537.3134,2027-08-31,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15090.7815,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19402.9851,2027-08-31,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11442.1425,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,17910.4478,2027-08-31,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
14925.3730,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,14925.3730,2027-08-31,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
102649.4255,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,159.0000,39.0000,102649.4255,2027-09-30,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
50356.3219,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,78.0000,13.0000,50356.3219,2027-09-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16139.8468,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16139.8468,2027-09-30,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
12911.8774,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,12911.8774,2027-09-30,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9683.9081,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9683.9081,2027-09-30,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
30659.4451,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45191.5710,2027-09-30,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20165.4127,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,41963.6016,2027-09-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
58103.4483,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,58103.4483,2027-09-30,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
30962.4574,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,108.0000,78.0000,30962.4574,2027-09-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
14334.4710,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,30.0000,14334.4710,2027-09-30,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
14907.8499,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,52.0000,22.0000,14907.8499,2027-09-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
8887.3720,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,31.0000,6.0000,8887.3720,2027-09-30,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
10894.1980,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,10894.1980,2027-09-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
27158.2286,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,34402.7305,2027-09-30,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
29269.7660,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,40136.5189,2027-09-30,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13474.4028,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13474.4028,2027-09-30,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34550.1286,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,160.0000,160.0000,34550.1286,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7989.7172,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,37.0000,37.0000,7989.7172,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7039.5887,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.6000,32.6000,7039.5887,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5052.9563,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.4000,23.4000,5052.9563,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3886.8895,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3886.8895,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
22986.8607,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30231.3626,2027-09-30,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17421.1649,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28287.9178,2027-09-30,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
50961.4398,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,50961.4398,2027-09-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6024.0964,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6024.0964,2027-09-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6626.5060,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,22.0000,2.0000,6626.5060,2027-09-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11445.7831,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,11445.7831,2027-09-30,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10542.1687,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10542.1687,2027-09-30,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12650.6024,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12650.6024,2027-09-30,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15266.1097,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19578.3133,2027-09-30,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11603.9839,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18072.2892,2027-09-30,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15060.2409,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15060.2409,2027-09-30,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
102453.1551,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,159.0000,39.0000,102453.1551,2027-10-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
50904.3978,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,79.0000,14.0000,50904.3978,2027-10-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16108.9866,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16108.9866,2027-10-31,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
12887.1893,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,12887.1893,2027-10-31,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9665.3920,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9665.3920,2027-10-31,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
30573.0367,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45105.1626,2027-10-31,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20085.1764,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,41883.3653,2027-10-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
57992.3519,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,57992.3519,2027-10-31,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
32176.2713,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,113.0000,83.0000,32176.2713,2027-10-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
14522.0339,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,51.0000,31.0000,14522.0339,2027-10-31,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
14522.0339,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,51.0000,21.0000,14522.0339,2027-10-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
8542.3729,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,30.0000,5.0000,8542.3729,2027-10-31,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
10820.3390,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,10820.3390,2027-10-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
26924.9897,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,34169.4916,2027-10-31,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
28997.6540,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,39864.4069,2027-10-31,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13383.0510,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13383.0510,2027-10-31,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34676.9232,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,161.0000,34676.9232,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7969.2308,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,37.0000,37.0000,7969.2308,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7021.5385,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.6000,32.6000,7021.5385,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5040.0000,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.4000,23.4000,5040.0000,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
4092.3077,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,19.0000,19.0000,4092.3077,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
22909.3443,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30153.8462,2027-10-31,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17348.6318,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28215.3847,2027-10-31,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
50830.7694,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,50830.7694,2027-10-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6042.2961,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6042.2961,2027-10-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6344.4109,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,21.0000,1.0000,6344.4109,2027-10-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11178.2477,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,37.0000,7.0000,11178.2477,2027-10-31,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10876.1329,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,1.0000,10876.1329,2027-10-31,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12688.8218,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12688.8218,2027-10-31,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15325.2586,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19637.4622,2027-10-31,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11658.5829,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18126.8882,2027-10-31,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15105.7402,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15105.7402,2027-10-31,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
102704.7621,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,160.0000,40.0000,102704.7621,2027-11-30,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
51352.3810,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,80.0000,15.0000,51352.3810,2027-11-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16047.6191,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16047.6191,2027-11-30,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
12838.0953,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,12838.0953,2027-11-30,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9628.5714,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9628.5714,2027-11-30,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
30401.2075,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,44933.3334,2027-11-30,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
19925.6207,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,41723.8096,2027-11-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
57771.4287,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,57771.4287,2027-11-30,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
31876.9232,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,111.0000,81.0000,31876.9232,2027-11-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
14933.3334,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,52.0000,32.0000,14933.3334,2027-11-30,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
13784.6154,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,48.0000,18.0000,13784.6154,2027-11-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
7753.8462,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,27.0000,2.0000,7753.8462,2027-11-30,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11487.1795,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,40.0000,10.0000,11487.1795,2027-11-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
27217.0367,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,34461.5386,2027-11-30,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
29338.3754,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,40205.1283,2027-11-30,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13497.4359,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13497.4359,2027-11-30,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34676.9232,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,161.0000,34676.9232,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7969.2308,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,37.0000,37.0000,7969.2308,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
