scenario,entity,year,month,asset_id,project_id,ledger_account,asset_status,conditional_service_index,actual_conditional_service_index,conditional_service_period,actual_conditional_service_period,method,gross_usd,opening_net_book_usd,additions_usd,depreciation_usd,accumulated_depreciation_usd,closing_net_book_usd,capitalized_to_inventory_usd,expense_depreciation_usd,project_budget_usd,project_paid_to_date_usd,available_at,record_origin,fact_state,period_role,effective_period_end
base,RWH_PS,2027,8,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,53409044,0,305753,5896709,53103291,305753,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3073956,0,13542,189586,3060414,0,13542,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,578499,0,2472,17306,576027,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,580972,0,2472,14833,578500,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,583445,0,2472,12360,580973,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,RWH_PS,2027,8,CAPEX-base-RWH_PS-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,9,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14174883,0,41666,866783,14133217,0,41666,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,11009863,0,50000,1040137,10959863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5349770,0,83333,1733563,5266437,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2928750,0,27500,398750,2901250,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10175000,0,61111,886111,10113889,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4943750,0,21875,328125,4921875,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,272233,0,1573,12590,270660,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,273807,0,1573,11016,272234,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,275381,0,1573,9442,273808,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,276955,0,1573,7868,275382,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,278529,0,1573,6294,276956,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,280103,0,1573,4720,278530,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,281677,0,1573,3146,280104,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,STRAIGHT_LINE,283250,283250,0,1573,1573,281677,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,53103291,0,295890,6192599,52807401,295890,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3060414,0,13541,203127,3046873,0,13541,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,576027,0,2472,19778,573555,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,578500,0,2472,17305,576028,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,580973,0,2472,14832,578501,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,583445,0,2472,12360,580973,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,RWH_PS,2027,9,CAPEX-base-RWH_PS-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,9,CAPEX-base-ARU_GROUP-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,ARU_GROUP,2027,10,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14133217,0,41666,908449,14091551,0,41666,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,10959863,0,50000,1090137,10909863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5266437,0,83333,1816896,5183104,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2901250,0,27500,426250,2873750,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10113889,0,61111,947222,10052778,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4921875,0,21875,350000,4900000,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,270660,0,1573,14163,269087,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,272234,0,1573,12589,270661,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,273808,0,1573,11015,272235,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,275382,0,1573,9441,273809,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,276956,0,1573,7867,275383,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,278530,0,1573,6293,276957,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,280104,0,1573,4719,278531,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,STRAIGHT_LINE,283250,281677,0,1573,3146,280104,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,STRAIGHT_LINE,283250,283250,0,1573,1573,281677,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,52807401,0,305753,6498352,52501648,305753,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3046873,0,13541,216668,3033332,0,13541,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,573555,0,2472,22250,571083,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,576028,0,2472,19777,573556,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,578501,0,2472,17304,576029,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,580973,0,2472,14832,578501,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,583445,0,2472,12360,580973,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,RWH_PS,2027,10,CAPEX-base-RWH_PS-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,ARU_GROUP,2027,10,CAPEX-base-ARU_GROUP-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
