account,account_type,available_at,created_on,entity,fact_state,month,period_role,record_origin,scenario,signed_usd,view_type,year
1590,asset,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-470071.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1800,asset,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,450000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2000,liability,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-708287.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2200,liability,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1200000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2300,liability,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-600000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2600,liability,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1029930.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-23710000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,526394.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
4000,revenue,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-9415312.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
4100,revenue,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-95676.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5000,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,3613078.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5100,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,4531731.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5200,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,49004.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5300,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1277722.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5400,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,73281.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5700,expense,2026-09-09T00:00:00Z,2026-09-09,BST,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1315.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1150,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-41647.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
2150,liability,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,41647.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,319982436.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
4100,revenue,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1185105.7500,CONSOLIDATION_ELIMINATION_BOOK,2027
5150,expense,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1185105.7500,CONSOLIDATION_ELIMINATION_BOOK,2027
INV_ARU,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-56004880.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
INV_BST,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-23710000.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
INV_PS,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-61120892.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
INV_RWH,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-61120892.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
INV_SHIH,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-118025772.0000,CONSOLIDATION_ELIMINATION_BOOK,2027
SHARED_AP,liability,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,583333.3331,CONSOLIDATION_ELIMINATION_BOOK,2027
SHARED_AR,asset,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-583333.3331,CONSOLIDATION_ELIMINATION_BOOK,2027
SHARED_EXP,expense,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-583333.3331,CONSOLIDATION_ELIMINATION_BOOK,2027
SHARED_REV,revenue,2026-09-09T00:00:00Z,2026-09-09,ELIM,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,583333.3331,CONSOLIDATION_ELIMINATION_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-61120892.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
4100,revenue,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-901248.7500,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5100,expense,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,901248.7500,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
INV_RWH,asset,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,61120892.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
SHARED_AP,liability,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-233333.3331,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
SHARED_EXP,expense,2026-09-09T00:00:00Z,2026-09-09,PS,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,233333.3331,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2116245.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1100,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,5725773.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1200,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,9002627.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1210,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1138449.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1300,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,500000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1400,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,66403331.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1490,asset,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-5818915.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2150,liability,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-41647.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2200,liability,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-17928527.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2300,liability,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-2500000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
2700,current_settlement,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-17338.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-61120892.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2869375.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
4000,revenue,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-24175484.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5100,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,19623799.2500,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5150,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1185105.7500,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5200,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,146464.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5300,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2172870.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5500,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,72105.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
5600,expense,2026-09-09T00:00:00Z,2026-09-09,RWH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,646659.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,24128753.7663,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-130159887.2574,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,37702666.6668,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_ACCUM,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-116690.4758,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_ALLOWANCE,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-33101.1840,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-340879.8000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_AR,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1655059.2000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_COGS,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,238980.0006,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1323601.1840,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_DDA,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,116690.4758,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-27060400.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,866256.8000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_HOST_AP,liability,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-39904.1280,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_HOST_SHARE,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,119712.3840,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_INVENTORY,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,39830.0001,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,43152499.9344,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_PPE,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1600000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_PROCESSING,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,115625.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_RESEARCH,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,348282.5000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-39887024.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
BIZ_SUPPORT,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,791000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
CORE_ACCUM,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-790728.3559,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
CORE_DDA,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,790728.3559,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
CORE_INTEREST,expense,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1327083.3333,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
INV_SHIH,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,118025772.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_1500,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,9497024.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_1590,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-8283.7333,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_1600,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,30000000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_2500,liability,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-34600000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_2510,liability,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-2666.6668,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
LEG_3000,equity,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-38800000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
SHARED_AR,asset,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,583333.3331,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
SHARED_REV,revenue,2026-09-09T00:00:00Z,2026-09-09,SHI,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-583333.3331,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,SHIH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-118025772.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,SHIH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,900000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
INV_ARU,asset,2026-09-09T00:00:00Z,2026-09-09,SHIH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,56004880.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
INV_PS,asset,2026-09-09T00:00:00Z,2026-09-09,SHIH,CONDITIONAL_FORECAST,7,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,61120892.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2333513.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1100,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,3762913.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1150,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-13049.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1180,intercompany,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,11186949.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1200,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1214138.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1300,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,504700.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1400,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,28717200.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1490,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-2255422.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1500,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1000000.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1590,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-330048.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
1600,asset,2026-09-09T00:00:00Z,2026-09-09,ARU,CONDITIONAL_FORECAST,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,14762500.0000,ALLOCATED_LEGAL_MANAGEMENT_BOOK,2027
