scenario,year,month,invoice_id,seller_entity,buyer_entity,segment,commodity,physical_cars,revenue_usd,external_variable_cost_usd,available_at,record_origin,fact_state,period_role,effective_period_end
base,2027,12,IC-base-202712-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,6,6977,4697,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-project-BST,ARU_GROUP,RWH_PS,BST,project,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
