account,account_type,available_at,cash_flow,created_on,credit_usd,debit_usd,description,effective_period_end,entity,fact_state,journal_id,line_no,month,period_role,record_origin,scenario,segment,signed_usd,source_id,source_type,unit,year
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002044,5236,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-08-COST-HOSTING-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002044,5237,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-08-COST-HOSTING-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002045,5238,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002045,5239,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002046,5240,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-08-COST-HOSTING-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002046,5241,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-08-COST-HOSTING-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002047,5242,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002047,5243,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002048,5244,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-08-COST-HOSTING-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002048,5245,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-08-COST-HOSTING-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002049,5246,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002049,5247,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002050,5248,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-08-COST-HOSTING-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002050,5249,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-08-COST-HOSTING-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002051,5250,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002051,5251,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002052,5252,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-08-COST-HOSTING-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002052,5253,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-08-COST-HOSTING-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002053,5254,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-023,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002053,5255,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-023,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002054,5256,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-08-COST-HOSTING-FF-023,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002054,5257,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-08-COST-HOSTING-FF-023,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002055,5258,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-024,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002055,5259,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-024,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002056,5260,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-08-COST-HOSTING-FF-024,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002056,5261,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-08-COST-HOSTING-FF-024,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002057,5262,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-025,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002057,5263,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-025,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002058,5264,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-08-COST-HOSTING-FF-025,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002058,5265,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-08-COST-HOSTING-FF-025,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002059,5266,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-026,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002059,5267,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-026,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002060,5268,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-08-COST-HOSTING-FF-026,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002060,5269,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-08-COST-HOSTING-FF-026,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002061,5270,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-027,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002061,5271,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-027,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002062,5272,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-08-COST-HOSTING-FF-027,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002062,5273,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-08-COST-HOSTING-FF-027,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002063,5274,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-028,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002063,5275,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-028,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002064,5276,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-08-COST-HOSTING-FF-028,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002064,5277,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-08-COST-HOSTING-FF-028,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002065,5278,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-029,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002065,5279,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-08-SUBSCRIPTION_SERVICE-FF-029,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002066,5280,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-08-COST-HOSTING-FF-029,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002066,5281,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-08-COST-HOSTING-FF-029,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002067,5282,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-030,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002067,5283,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-08-SUBSCRIPTION_SERVICE-FF-030,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002068,5284,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-08-COST-HOSTING-FF-030,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002068,5285,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-08-COST-HOSTING-FF-030,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002069,5286,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-031,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002069,5287,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-08-SUBSCRIPTION_SERVICE-FF-031,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002070,5288,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-08-COST-HOSTING-FF-031,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002070,5289,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-08-COST-HOSTING-FF-031,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002071,5290,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-032,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002071,5291,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-08-SUBSCRIPTION_SERVICE-FF-032,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002072,5292,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-08-COST-HOSTING-FF-032,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002072,5293,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-08-COST-HOSTING-FF-032,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002073,5294,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-033,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002073,5295,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-08-SUBSCRIPTION_SERVICE-FF-033,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-08-31,SHI,CONDITIONAL_FORECAST,ENT-base-0002074,5296,8,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-08-COST-HOSTING-FF-033,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
