case,check,left_usd,right_usd,difference_usd,tolerance_usd,status
ARU,Balanced journal ARU_GROUP-2026-00724,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00725,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00726,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00727,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00728,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00729,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00730,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00731,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00732,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00733,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00734,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00735,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00736,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00737,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00738,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00739,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00740,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00741,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00742,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00743,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00744,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00745,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00746,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00747,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00748,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00749,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00750,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00751,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00752,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00753,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00754,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00755,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00756,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00757,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00758,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00759,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00760,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00761,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00762,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00763,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00764,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00765,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00766,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00767,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00768,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00769,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00770,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00771,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00772,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00773,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00774,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00775,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00776,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00777,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00778,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00779,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00780,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00783,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00784,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00785,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00786,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00787,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00788,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00789,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00790,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00791,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00792,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00793,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00794,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00795,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00796,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00797,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00798,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00799,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00800,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00801,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00802,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00803,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00804,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00805,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00806,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00807,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00808,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00809,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00810,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00811,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00812,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00813,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00814,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00815,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00816,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00817,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00818,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00819,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00820,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00821,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00822,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00823,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00824,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00825,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00826,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00827,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00828,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00829,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00830,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00831,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00832,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00833,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00834,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00835,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00836,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00837,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00838,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00839,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00840,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00841,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00842,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00843,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00844,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00845,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00846,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00847,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00848,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00849,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00850,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00851,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00852,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00853,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00854,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00855,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00856,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00857,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00858,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00859,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00860,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00861,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00862,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00863,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00864,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00865,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00866,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00867,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00868,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00869,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00870,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00871,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00873,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00874,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00875,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00876,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00877,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00878,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00879,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00882,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00883,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00884,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00885,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00886,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00887,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00888,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00889,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00890,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00891,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00892,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00893,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00894,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00895,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00896,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00897,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00898,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00899,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00900,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00901,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00902,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00903,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00904,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00905,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00906,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00907,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00908,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00909,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00910,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00911,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00912,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00913,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00914,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00915,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00916,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00917,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00918,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00919,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00920,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00921,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00922,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00923,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00924,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00925,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00926,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00927,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00928,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00929,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00930,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00931,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00932,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00933,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00934,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00935,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00936,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00937,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00938,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00939,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00940,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00941,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00942,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00943,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00944,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00945,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00946,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00947,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00948,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00949,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00950,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00951,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00952,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00953,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00954,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00955,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00956,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00957,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00958,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00959,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00960,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00961,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00962,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00963,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00964,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00965,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00966,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00967,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00968,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00969,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00970,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00971,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00972,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00973,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00974,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00975,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00976,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00978,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00979,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00980,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00981,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00982,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00983,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00985,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 1000,4198440,4198440,0,0.02,PASS
ARU,Full-year journal to closing account 1100,6120000,6120000,0,0.02,PASS
ARU,Full-year journal to closing account 1150,49240,49240,0,0.02,PASS
ARU,Full-year journal to closing account 1180,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 1200,1854000,1854000,0,0.02,PASS
ARU,Full-year journal to closing account 1210,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 1300,721000,721000,0,0.02,PASS
ARU,Full-year journal to closing account 1400,61550000,61550000,0,0.02,PASS
ARU,Full-year journal to closing account 1490,-2684091,-2684091,0,0.02,PASS
ARU,Full-year journal to closing account 1500,2500000,2500000,0,0.02,PASS
ARU,Full-year journal to closing account 1590,-491783,-491783,0,0.02,PASS
ARU,Full-year journal to closing account 1600,14762500,14762500,0,0.02,PASS
ARU,Full-year journal to closing account 1700,240968,240968,0,0.02,PASS
ARU,Full-year journal to closing account 1800,587500,587500,0,0.02,PASS
ARU,Full-year journal to closing account 1801,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 1810,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 2000,-3090000,-3090000,0,0.02,PASS
ARU,Full-year journal to closing account 2100,-1030000,-1030000,0,0.02,PASS
ARU,Full-year journal to closing account 2110,-241781,-241781,0,0.02,PASS
ARU,Full-year journal to closing account 2150,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 2200,-1750000,-1750000,0,0.02,PASS
ARU,Full-year journal to closing account 2250,-216667,-216667,0,0.02,PASS
ARU,Full-year journal to closing account 2300,-600000,-600000,0,0.02,PASS
ARU,Full-year journal to closing account 2400,-21375000,-21375000,0,0.02,PASS
ARU,Full-year journal to closing account 2500,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 2600,-2008219,-2008219,0,0.02,PASS
ARU,Full-year journal to closing account 2700,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 3000,-56004880,-56004880,0,0.02,PASS
ARU,Full-year journal to closing account 3100,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 3200,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 4000,-42254562,-42254562,0,0.02,PASS
ARU,Full-year journal to closing account 4100,-171380,-171380,0,0.02,PASS
ARU,Full-year journal to closing account 5000,13150321,13150321,0,0.02,PASS
ARU,Full-year journal to closing account 5100,19480750,19480750,0,0.02,PASS
ARU,Full-year journal to closing account 5150,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 5200,141580,141580,0,0.02,PASS
ARU,Full-year journal to closing account 5300,3175874,3175874,0,0.02,PASS
ARU,Full-year journal to closing account 5400,1638999,1638999,0,0.02,PASS
ARU,Full-year journal to closing account 5500,813743,813743,0,0.02,PASS
ARU,Full-year journal to closing account 5501,216667,216667,0,0.02,PASS
ARU,Full-year journal to closing account 5600,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 5700,716781,716781,0,0.02,PASS
ARU,Full-year journal to closing account 5800,0,0,0,0.02,PASS
ARU,Full-year journal to closing account 5900,0,0,0,0.02,PASS
ARU,Closing account to statement 1000,4198440,4198440,0,0.02,PASS
ARU,Closing account to statement 1100,6120000,6120000,0,0.02,PASS
ARU,Closing account to statement 1150,49240,49240,0,0.02,PASS
ARU,Closing account to statement 1200,1854000,1854000,0,0.02,PASS
ARU,Closing account to statement 1300,721000,721000,0,0.02,PASS
ARU,Closing account to statement 1400,61550000,61550000,0,0.02,PASS
ARU,Closing account to statement 1490,-2684091,-2684091,0,0.02,PASS
ARU,Closing account to statement 1500,2500000,2500000,0,0.02,PASS
ARU,Closing account to statement 1590,-491783,-491783,0,0.02,PASS
ARU,Closing account to statement 1600,14762500,14762500,0,0.02,PASS
ARU,Closing account to statement 1700,-240968,-240968,0,0.02,PASS
ARU,Closing account to statement 1800,587500,587500,0,0.02,PASS
ARU,Closing account to statement 2000,3090000,3090000,0,0.02,PASS
ARU,Closing account to statement 2100,1030000,1030000,0,0.02,PASS
ARU,Closing account to statement 2110,241781,241781,0,0.02,PASS
ARU,Closing account to statement 2200,1750000,1750000,0,0.02,PASS
ARU,Closing account to statement 2250,216667,216667,0,0.02,PASS
ARU,Closing account to statement 2300,600000,600000,0,0.02,PASS
ARU,Closing account to statement 2400,21375000,21375000,0,0.02,PASS
ARU,Closing account to statement 2600,2008219,2008219,0,0.02,PASS
ARU,Closing account to statement 3000,56004880,56004880,0,0.02,PASS
ARU,Closing account to statement 4000,42254562,42254562,0,0.02,PASS
ARU,Closing account to statement 4100,171380,171380,0,0.02,PASS
ARU,Closing account to statement 5000,13150321,13150321,0,0.02,PASS
ARU,Closing account to statement 5100,19480750,19480750,0,0.02,PASS
ARU,Closing account to statement 5200,141580,141580,0,0.02,PASS
ARU,Closing account to statement 5300,3175874,3175874,0,0.02,PASS
ARU,Closing account to statement 5400,1638999,1638999,0,0.02,PASS
ARU,Closing account to statement 5500,813743,813743,0,0.02,PASS
ARU,Closing account to statement 5501,216667,216667,0,0.02,PASS
ARU,Closing account to statement 5700,716781,716781,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00001,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00002,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00003,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00004,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00005,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00006,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00007,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00008,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00009,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00010,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00011,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00012,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00013,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00015,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00016,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00017,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00018,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00019,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00020,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00021,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00022,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00023,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00024,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00025,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00026,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00027,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00028,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00029,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00031,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00032,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00033,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00034,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00035,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00036,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00037,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00038,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00039,0,0,0,0.02,PASS
Red Wash,Balanced journal RWH_PS-2026-00040,0,0,0,0.02,PASS
