acceptance_principal,account,accumulated_usd,achievement,allowance_usd,amount_usd,annual_recurring_usd,approved_hours,assay_evidence_sha256,attribution,authority,authorized_materials_budget_usd,availability,available_at,baseline_sha256,baseline_source,bedford_batch_id,billing_basis,bypass,certified_savings_usd,committed_fee_usd,committed_recognition_usd,contained_kg,cost_center,cost_usd,custody,customer_id,decision,determination_state,direct_materials_usd,disposition,due_date,engagement_id,event_id,fact_state,fee_fraction,feed_quantity,feed_unit,from_unit,host,hours,hours_required,independent_atlas_fee,independent_reviewer,invoice_id,kind,maintenance_owner,matter_class,matter_principal,measured_cost_usd,measurement_state,month_index,monthly_revenue_usd,operating_authority,originator,payable_id,payable_kg,payout_factor,performance_source,period,practice,professional_plane_included,qualified,question,reason,receiver,recovered_kg,renewal_term,responsible_person,responsible_role,reviewer,sales_value_usd,scenario,seats,settlement_state,site,source_id,stream,target_fee_usd,target_variable_usd,term,transfer_manifest,unit,value_officer,variable_fee_usd
,BIZ_RESEARCH,,,,18000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-COST-WIL-CHEMISTRY,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,WIL-CHEMISTRY,,,,,,willow,,
,,,,,4000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-DEPRECIATION-FORT-TEST-RIG,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,FORT-TEST-RIG,,,,,,willow,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-DEPRECIATION-FORT-ANALYTICAL,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,FORT-ANALYTICAL,,,,,,willow,,
,,,,,7738.0952,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-DEPRECIATION-BEDFORD-MODULE,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,BEDFORD-MODULE,,,,,,project-cradle,,
,,,,,5333.3333,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-DEPRECIATION-STREAM17-MODULE,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,STREAM17-MODULE,,,,,,project-cradle,,
,,,,,3500.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-DEPRECIATION-DEMOTTE-GEN2,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,DEMOTTE-GEN2,,,,,,project-cradle,,
,BIZ_RESEARCH,,,,8000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-COST-WIL-RF-RETEST-2027,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,WIL-RF-RETEST-2027,,,,,,willow,,
,,,,,,,,,,,,0.88,2026-09-09T00:00:00Z,,,,,False,,,,3960.0000,,,CAPTURED_MATERIAL_TITLE_AT_DECLARED_RECOVERY_POINT,,,,,,,,base-07-RECOVERY_RUN-STREAM17-base-07,CONDITIONAL_FORECAST,,132.0000,MINERAL_TONNES,,Kelly Gang Mining,,,,,,RECOVERY_RUN,,,,,,7,,HOST_PRIMARY_OPERATION_AND_STOP_AUTHORITY,,,,,,2027-07-31,,,,,,,2653.2000,,,,,,base,,,CRD-KGM17,STREAM17-base-07,stream17,,,,,project-cradle,,
,BIZ_PROCESSING,,,,8580.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-COST-PROCESS-STREAM17-base-07,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,PROCESS-STREAM17-base-07,,,,,,project-cradle,,
,,,,,,,,,,,,0.82,2026-09-09T00:00:00Z,,,,,False,,,,98.4000,,,CAPTURED_MATERIAL_TITLE_AT_DECLARED_RECOVERY_POINT,,,,,,,,base-07-RECOVERY_RUN-DEMOTTE-base-07,CONDITIONAL_FORECAST,,16400.0000,WATER_M3,,Demotte Reclamation Services,,,,,,RECOVERY_RUN,,,,,,7,,HOST_PRIMARY_OPERATION_AND_STOP_AUTHORITY,,,,,,2027-07-31,,,,,,,54.1200,,,,,,base,,,CRD-DEMOTTE,DEMOTTE-base-07,demotte,,,,,project-cradle,,
,BIZ_PROCESSING,,,,18500.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-COST-PROCESS-DEMOTTE-base-07,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,PROCESS-DEMOTTE-base-07,,,,,,project-cradle,,
,,,,,,,,9c931101e5f56841469cf8de960b3c59b2ae894d7451e73a9bc4f47c1aa917a4,,,,,2026-09-09T00:00:00Z,,,BEDFORD-DEMOTTE-base-05,,,,,,,,,,,,,,,,,base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,CONDITIONAL_FORECAST,,,,,Demotte Reclamation Services,,,,,,DOWNSTREAM_ACCEPTANCE,,,,,,7,,,,,43.2960,,,2027-07-31,,,,,,,,,,,,1298.8800,base,,,,DEMOTTE-base-05,,,,,,project-cradle,,
,,,,,1298.8800,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,SYN-SPECIALIST-REFINER,,,,,2027-08-31,,base-07-INVOICE-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,CONDITIONAL_FORECAST,,,,,,,,,,,INVOICE,,,,,,7,,,,,,,base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,2027-07-31,,,,,,,,,,,,,base,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,,,,,,project-cradle,,
,,,,,,,,2aaa6bdd416208ea8a39acc4781e6ff011cfe502c85a8304ac3d8437f2f9426b,,,,,2026-09-09T00:00:00Z,,,BEDFORD-STREAM17-base-06,,,,,,,,,,,,,,,,,base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,CONDITIONAL_FORECAST,,,,,Kelly Gang Mining,,,,,,DOWNSTREAM_ACCEPTANCE,,,,,,7,,,,,2494.0080,,,2027-07-31,,,,,,,,,,,,99760.3200,base,,,,STREAM17-base-06,,,,,,project-cradle,,
,,,,,99760.3200,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,SYN-SPECIALIST-REFINER,,,,,2027-08-31,,base-07-INVOICE-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,CONDITIONAL_FORECAST,,,,,,,,,,,INVOICE,,,,,,7,,,,,,,base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,2027-07-31,,,,,,,,,,,,,base,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,,,,,,project-cradle,,
,BIZ_DELIVERY,,,,3979.8000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-COST-FREIGHT-STREAM17-base-06,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,FREIGHT-STREAM17-base-06,,,,,,project-cradle,,
,,,,600.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-foundry-field,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,foundry-field,,,,,,foundry-field,,
,,,,13440.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-atlas-meridian,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,atlas-meridian,,,,,,atlas-meridian,,
,,,,17040.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-advisory,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,advisory,,,,,,advisory,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-willow,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,willow,,,,,,willow,,
,,,,2021.1840,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-project-cradle,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,project-cradle,,,,,,project-cradle,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-MONTH_END_ESTIMATE-corporate,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,corporate,,,,,,corporate,,
,,,,600.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-foundry-field,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,foundry-field,,,,,,foundry-field,,
,,,,13440.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-atlas-meridian,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,atlas-meridian,,,,,,atlas-meridian,,
,,,,17040.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-advisory,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,advisory,,,,,,advisory,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-willow,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,willow,,,,,,willow,,
,,,,2021.1840,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-project-cradle,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,project-cradle,,,,,,project-cradle,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-07-CREDIT_RISK_ESTIMATE-corporate,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,7,,,,,,,,2027-07-31,,,,,,,,,,,,,base,,,,corporate,,,,,,corporate,,
,,,,,30000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-FF-002-SYN-AMEND-002,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-FF-002-SYN-AMEND-002,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-FF-002-SYN-AMEND-002,,,,,,foundry-field,,
,,,,,180000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-ATL-LIC-006-TERM-0,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-ATL-LIC-006-TERM-0,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-ATL-LIC-006-TERM-0,,,,,,atlas-meridian,,
,,,,,240000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-ATL-LIC-007-TERM-0,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-ATL-LIC-007-TERM-0,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-ATL-LIC-007-TERM-0,,,,,,atlas-meridian,,
,,,,,132000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,,,,,,advisory,,
,,,,,288000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,,,,,,advisory,,
,,,,,432000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,,,,,,advisory,,
,,,,,252000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,,,,,,atlas-meridian,,
,,,,,1298.8800,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,,,,,,project-cradle,,
,,,,,99760.3200,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-COLLECTION-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,COLLECTION,,,,,,8,,,,,,,,2027-08-31,,,,,,,,,,,,,base,,,,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,,,,,,project-cradle,,
,,,,,113000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-ESS-FACILITY-VENDORS,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-ESS-FACILITY-VENDORS,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-ESS-FACILITY-VENDORS,,,,,,corporate,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-001,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-001,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-001,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-002,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-002,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-002,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-003,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-003,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-003,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-004,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-004,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-004,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-005,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-005,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-005,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-006,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-006,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-006,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-007,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-007,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-007,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-008,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-008,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-008,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-009,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-009,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-009,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-010,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-010,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-010,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-011,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-011,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-011,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-012,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-012,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-012,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-013,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-013,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-013,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-014,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-014,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-014,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-015,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-015,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-015,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-016,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-016,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-016,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-017,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-017,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-017,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-018,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-018,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-018,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-019,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-019,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-019,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-020,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-020,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-020,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-021,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-021,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-021,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-022,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,8,,,,AP-base-7-HOSTING-FF-022,,,,2027-08-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-7-HOSTING-FF-022,,,,,,foundry-field,,
