cash_flow,closing_unpaid_usd,funded_in_period_usd,obligation_id,period,scenario,unit
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002446-6117,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002447-6119,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002448-6121,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002449-6123,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002450-6125,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002451-6127,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002452-6129,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002453-6131,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002454-6133,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002455-6135,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002456-6137,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002457-6139,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002458-6141,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002459-6143,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002460-6145,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002461-6147,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002462-6149,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002463-6151,2027-10-31,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002464-6153,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002465-6155,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002466-6157,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002467-6159,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002468-6161,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002469-6163,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002470-6165,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002471-6167,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002472-6169,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002473-6171,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002474-6173,2027-10-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002475-6175,2027-10-31,base,atlas-meridian
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0002476-6177,2027-10-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0002477-6179,2027-10-31,base,advisory
OPERATING,0.0000,4200.0000,OB-base-ENT-base-0002478-6181,2027-10-31,base,advisory
OPERATING,0.0000,5040.0000,OB-base-ENT-base-0002479-6183,2027-10-31,base,advisory
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0002480-6185,2027-10-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0002481-6187,2027-10-31,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002482-6189,2027-10-31,base,atlas-meridian
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002483-6191,2027-10-31,base,atlas-meridian
OPERATING,0.0000,9000.0000,OB-base-ENT-base-0002484-6193,2027-10-31,base,willow
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0002485-6195,2027-10-31,base,willow
OPERATING,0.0000,8000.0000,OB-base-ENT-base-0002486-6197,2027-10-31,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0002487-6199,2027-10-31,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0002488-6201,2027-10-31,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0002489-6203,2027-10-31,base,project-cradle
OPERATING,0.0000,1945416.6613,OB-base-ENT-base-0002490-6205,2027-10-31,base,foundry-field
OPERATING,0.0000,539583.3321,OB-base-ENT-base-0002491-6207,2027-10-31,base,atlas-meridian
OPERATING,0.0000,420833.3344,OB-base-ENT-base-0002492-6209,2027-10-31,base,advisory
OPERATING,0.0000,292500.0000,OB-base-ENT-base-0002493-6211,2027-10-31,base,willow
OPERATING,0.0000,197916.6673,OB-base-ENT-base-0002494-6213,2027-10-31,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0002495-6215,2027-10-31,base,corporate
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0002412-6049,2027-10-31,base,corporate
OPERATING,0.0000,185791.6667,OB-base-ENT-base-0002661-6587,2027-11-30,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0002673-6611,2027-11-30,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002674-6613,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002675-6615,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002676-6617,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002677-6619,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002678-6621,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002679-6623,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002680-6625,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002681-6627,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002682-6629,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002683-6631,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002684-6633,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002685-6635,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002686-6637,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002687-6639,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002688-6641,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002689-6643,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002690-6645,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002691-6647,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002692-6649,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002693-6651,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002694-6653,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002695-6655,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002696-6657,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002697-6659,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002698-6661,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002699-6663,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002700-6665,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002701-6667,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002702-6669,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002703-6671,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002704-6673,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002705-6675,2027-11-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002706-6677,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002707-6679,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002708-6681,2027-11-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002709-6683,2027-11-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002710-6685,2027-11-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002711-6687,2027-11-30,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002712-6689,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002713-6691,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002714-6693,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002715-6695,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002716-6697,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002717-6699,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002718-6701,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002719-6703,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002720-6705,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002721-6707,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002722-6709,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002723-6711,2027-11-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002724-6713,2027-11-30,base,atlas-meridian
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0002725-6715,2027-11-30,base,advisory
OPERATING,0.0000,2520.0000,OB-base-ENT-base-0002726-6717,2027-11-30,base,advisory
OPERATING,0.0000,6762.0000,OB-base-ENT-base-0002727-6719,2027-11-30,base,advisory
OPERATING,0.0000,6720.0000,OB-base-ENT-base-0002728-6721,2027-11-30,base,advisory
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0002729-6723,2027-11-30,base,advisory
OPERATING,0.0000,2520.0000,OB-base-ENT-base-0002730-6725,2027-11-30,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002731-6727,2027-11-30,base,atlas-meridian
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0002732-6729,2027-11-30,base,willow
OPERATING,0.0000,8000.0000,OB-base-ENT-base-0002733-6731,2027-11-30,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0002734-6733,2027-11-30,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0002735-6735,2027-11-30,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0002736-6737,2027-11-30,base,project-cradle
OPERATING,0.0000,1945416.6613,OB-base-ENT-base-0002737-6739,2027-11-30,base,foundry-field
OPERATING,0.0000,539583.3321,OB-base-ENT-base-0002738-6741,2027-11-30,base,atlas-meridian
OPERATING,0.0000,420833.3344,OB-base-ENT-base-0002739-6743,2027-11-30,base,advisory
OPERATING,0.0000,292500.0000,OB-base-ENT-base-0002740-6745,2027-11-30,base,willow
OPERATING,0.0000,197916.6673,OB-base-ENT-base-0002741-6747,2027-11-30,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0002742-6749,2027-11-30,base,corporate
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0002662-6589,2027-11-30,base,corporate
OPERATING,0.0000,185250.0000,OB-base-ENT-base-0002906-7116,2027-12-31,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0002915-7134,2027-12-31,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002916-7136,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002917-7138,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002918-7140,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002919-7142,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002920-7144,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002921-7146,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002922-7148,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002923-7150,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002924-7152,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002925-7154,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002926-7156,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002927-7158,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002928-7160,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002929-7162,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002930-7164,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002931-7166,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002932-7168,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002933-7170,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002934-7172,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002935-7174,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002936-7176,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002937-7178,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002938-7180,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002939-7182,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002940-7184,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002941-7186,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002942-7188,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002943-7190,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002944-7192,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002945-7194,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002946-7196,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002947-7198,2027-12-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002948-7200,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002949-7202,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002950-7204,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002951-7206,2027-12-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002952-7208,2027-12-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002953-7210,2027-12-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002954-7212,2027-12-31,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002955-7214,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002956-7216,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002957-7218,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002958-7220,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002959-7222,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002960-7224,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002961-7226,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002962-7228,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002963-7230,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002964-7232,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002965-7234,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002966-7236,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002967-7238,2027-12-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002968-7240,2027-12-31,base,atlas-meridian
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0002969-7242,2027-12-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0002970-7244,2027-12-31,base,advisory
OPERATING,0.0000,4200.0000,OB-base-ENT-base-0002971-7246,2027-12-31,base,advisory
OPERATING,0.0000,5040.0000,OB-base-ENT-base-0002972-7248,2027-12-31,base,advisory
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0002973-7250,2027-12-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0002974-7252,2027-12-31,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002975-7254,2027-12-31,base,atlas-meridian
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0002976-7256,2027-12-31,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0002977-7258,2027-12-31,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0002978-7260,2027-12-31,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0002979-7262,2027-12-31,base,project-cradle
OPERATING,0.0000,1945416.6613,OB-base-ENT-base-0002980-7264,2027-12-31,base,foundry-field
OPERATING,0.0000,539583.3321,OB-base-ENT-base-0002981-7266,2027-12-31,base,atlas-meridian
OPERATING,0.0000,420833.3344,OB-base-ENT-base-0002982-7268,2027-12-31,base,advisory
OPERATING,0.0000,292500.0000,OB-base-ENT-base-0002983-7270,2027-12-31,base,willow
OPERATING,0.0000,197916.6673,OB-base-ENT-base-0002984-7272,2027-12-31,base,project-cradle
OPERATING,0.0000,2846666.6623,OB-base-ENT-base-0002985-7274,2027-12-31,base,corporate
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0002907-7118,2027-12-31,base,corporate
